Anz Daten: 10000; Mittelpunkt:         0.00;   162501.39;   161104.82;

        Abst;       BrSec;       LaSec;
   228760.12;       39.01;       54.61;
   228760.13;       59.22;       34.21;
   228760.14;       55.26;       38.19;
   228760.15;       42.36;       51.19;
   228760.16;       49.22;       44.26;
   228760.16;       54.73;       38.70;
   228760.17;       38.27;       55.29;
   228760.18;       34.66;       58.92;
   228760.18;       49.09;       44.36;
   228760.18;       40.87;       52.65;
   228760.20;       42.50;       50.98;
   228760.22;       51.74;       41.63;
   228760.22;       56.38;       36.95;
   228760.26;       38.15;       55.28;
   228760.27;       42.40;       50.99;
   228760.27;       42.33;       51.06;
   228760.27;       56.17;       37.09;
   228760.28;       41.75;       51.62;
   228760.30;       41.86;       51.48;
   228760.32;       52.21;       41.02;
   228760.32;       37.81;       55.54;
   228760.32;       55.00;       38.20;
   228760.33;       40.76;       52.55;
   228760.34;       58.28;       34.87;
   228760.34;       46.88;       46.36;
   228760.39;       55.43;       37.67;
   228760.39;       45.75;       47.43;
   228760.40;       43.47;       49.72;
   228760.43;       58.24;       34.78;
   228760.44;       51.03;       42.03;
   228760.45;       43.16;       49.96;
   228760.47;       55.85;       37.13;
   228760.49;       43.29;       49.77;
   228760.52;       37.80;       55.27;
   228760.53;       36.36;       56.71;
   228760.53;       40.73;       52.30;
   228760.55;       41.45;       51.54;
   228760.56;       36.93;       56.09;
   228760.56;       33.29;       59.76;
   228760.58;       56.85;       35.97;
   228760.60;       55.25;       37.55;
   228760.61;       52.29;       40.52;
   228760.63;       35.23;       57.71;
   228760.64;       41.43;       51.44;
   228760.64;       44.90;       47.93;
   228760.65;       44.70;       48.13;
   228760.65;       46.71;       46.10;
   228760.65;       38.16;       54.72;
   228760.66;       56.89;       35.81;
   228760.68;       53.49;       39.21;
   228760.70;       39.62;       53.18;
   228760.70;       47.07;       45.66;
   228760.72;       52.69;       39.97;
   228760.73;       32.88;       59.94;
   228760.73;       54.28;       38.34;
   228760.75;       59.56;       32.99;
   228760.76;       49.31;       43.32;
   228760.77;       52.08;       40.51;
   228760.77;       49.69;       42.92;
   228760.77;       45.81;       46.83;
   228760.78;       44.03;       48.62;
   228760.78;       49.76;       42.83;
   228760.81;       42.50;       50.11;
   228760.82;       36.70;       55.95;
   228760.84;       51.73;       40.76;
   228760.86;       51.50;       40.97;
   228760.87;       58.39;       34.01;
   228760.87;       39.81;       52.74;
   228760.87;       33.98;       58.62;
   228760.90;       40.41;       52.10;
   228760.90;       54.04;       38.35;
   228760.90;       39.69;       52.82;
   228760.93;       35.25;       57.26;
   228760.93;       45.92;       46.49;
   228760.95;       52.90;       39.43;
   228760.95;       41.16;       51.27;
   228760.99;       47.46;       44.86;
   228761.00;       47.61;       44.69;
   228761.01;       37.05;       55.33;
   228761.03;       35.32;       57.05;
   228761.03;       50.97;       41.26;
   228761.04;       51.53;       40.68;
   228761.04;       34.29;       58.07;
   228761.04;       48.82;       43.41;
   228761.06;       35.86;       56.46;
   228761.06;       50.65;       41.54;
   228761.06;       53.62;       38.54;
   228761.08;       45.25;       46.96;
   228761.08;       53.60;       38.53;
   228761.09;       40.81;       51.42;
   228761.09;       40.29;       51.94;
   228761.10;       48.26;       43.90;
   228761.10;       52.66;       39.46;
   228761.12;       53.26;       38.82;
   228761.13;       41.84;       50.32;
   228761.18;       39.48;       52.64;
   228761.20;       38.84;       53.25;
   228761.20;       58.52;       33.40;
   228761.23;       54.99;       36.92;
   228761.23;       58.48;       33.40;
   228761.23;       37.64;       54.42;
   228761.26;       44.17;       47.79;
   228761.26;       38.07;       53.94;
   228761.26;       48.21;       43.71;
   228761.27;       34.18;       57.85;
   228761.28;       57.89;       33.93;
   228761.29;       46.30;       45.60;
   228761.31;       34.56;       57.41;
   228761.33;       55.58;       36.18;
   228761.34;       36.34;       55.58;
   228761.35;       50.86;       40.91;
   228761.37;       55.90;       35.81;
   228761.37;       44.23;       47.57;
   228761.39;       56.29;       35.38;
   228761.41;       58.58;       33.05;
   228761.41;       46.71;       45.02;
   228761.41;       37.80;       54.00;
   228761.42;       34.79;       57.02;
   228761.44;       44.13;       47.57;
   228761.45;       47.35;       44.32;
   228761.45;       53.11;       38.51;
   228761.45;       40.58;       51.14;
   228761.47;       47.22;       44.42;
   228761.49;       46.79;       44.82;
   228761.50;       51.88;       39.67;
   228761.51;       53.06;       38.47;
   228761.52;       43.93;       47.67;
   228761.52;       32.98;       58.71;
   228761.52;       39.66;       51.97;
   228761.55;       55.60;       35.85;
   228761.55;       49.34;       42.16;
   228761.56;       51.19;       40.28;
   228761.58;       34.85;       56.74;
   228761.59;       42.58;       48.93;
   228761.59;       47.67;       43.79;
   228761.59;       35.97;       55.59;
   228761.61;       55.77;       35.59;
   228761.63;       51.06;       40.31;
   228761.66;       43.34;       48.06;
   228761.66;       38.16;       53.28;
   228761.67;       47.92;       43.42;
   228761.68;       58.10;       33.14;
   228761.69;       38.05;       53.36;
   228761.69;       51.69;       39.60;
   228761.69;       53.68;       37.59;
   228761.70;       31.53;       59.92;
   228761.75;       47.74;       43.50;
   228761.75;       34.48;       56.87;
   228761.76;       46.84;       44.39;
   228761.77;       48.14;       43.06;
   228761.78;       56.70;       34.41;
   228761.80;       45.80;       45.38;
   228761.81;       58.18;       32.88;
   228761.82;       48.91;       42.22;
   228761.82;       33.70;       57.56;
   228761.84;       31.81;       59.43;
   228761.86;       46.70;       44.39;
   228761.86;       31.63;       59.59;
   228761.89;       34.91;       56.24;
   228761.89;       33.58;       57.58;
   228761.89;       53.49;       37.49;
   228761.90;       48.05;       42.97;
   228761.90;       45.02;       46.02;
   228761.93;       59.93;       30.95;
   228761.93;       36.54;       54.53;
   228761.96;       45.08;       45.88;
   228761.96;       44.23;       46.73;
   228761.98;       45.36;       45.57;
   228761.98;       43.55;       47.39;
   228762.01;       35.93;       55.04;
   228762.01;       43.37;       47.53;
   228762.02;       41.43;       49.47;
   228762.03;       56.78;       33.98;
   228762.06;       48.66;       42.13;
   228762.08;       57.51;       33.17;
   228762.09;       37.53;       53.31;
   228762.11;       33.73;       57.11;
   228762.14;       32.62;       58.19;
   228762.16;       54.99;       35.60;
   228762.16;       40.80;       49.91;
   228762.16;       31.60;       59.19;
   228762.17;       51.50;       39.10;
   228762.18;       40.76;       49.92;
   228762.20;       41.12;       49.53;
   228762.22;       39.68;       50.96;
   228762.22;       42.73;       47.88;
   228762.24;       55.77;       34.70;
   228762.24;       36.89;       53.74;
   228762.26;       39.40;       51.18;
   228762.32;       53.77;       36.61;
   228762.32;       36.89;       53.63;
   228762.33;       56.54;       33.80;
   228762.34;       48.95;       41.44;
   228762.35;       42.38;       48.05;
   228762.41;       37.87;       52.51;
   228762.42;       38.97;       51.39;
   228762.42;       55.12;       35.10;
   228762.42;       54.74;       35.48;
   228762.43;       41.03;       49.29;
   228762.44;       38.66;       51.67;
   228762.47;       50.76;       39.42;
   228762.48;       48.91;       41.28;
   228762.48;       43.46;       46.77;
   228762.50;       34.69;       55.60;
   228762.50;       59.71;       30.36;
   228762.50;       42.85;       47.36;
   228762.51;       33.57;       56.71;
   228762.53;       51.40;       38.70;
   228762.54;       45.55;       44.58;
   228762.56;       34.74;       55.46;
   228762.56;       30.88;       59.35;
   228762.57;       55.90;       34.10;
   228762.58;       45.94;       44.13;
   228762.59;       51.82;       38.19;
   228762.59;       45.94;       44.11;
   228762.60;       58.62;       31.32;
   228762.60;       37.59;       52.53;
   228762.60;       58.35;       31.58;
   228762.61;       58.42;       31.50;
   228762.62;       55.26;       34.68;
   228762.63;       39.64;       50.41;
   228762.64;       47.00;       42.97;
   228762.65;       35.31;       54.76;
   228762.65;       43.09;       46.91;
   228762.65;       47.15;       42.81;
   228762.66;       42.96;       47.02;
   228762.69;       58.79;       31.01;
   228762.71;       50.79;       39.06;
   228762.73;       57.21;       32.55;
   228762.73;       51.35;       38.46;
   228762.73;       53.44;       36.35;
   228762.74;       48.49;       41.33;
   228762.74;       43.44;       46.42;
   228762.76;       35.12;       54.79;
   228762.79;       44.42;       45.37;
   228762.79;       32.79;       57.10;
   228762.80;       44.30;       45.48;
   228762.81;       57.65;       32.00;
   228762.81;       42.48;       47.29;
   228762.82;       38.07;       51.73;
   228762.83;       37.98;       51.81;
   228762.83;       38.97;       50.80;
   228762.84;       39.70;       50.06;
   228762.87;       44.48;       45.19;
   228762.87;       31.52;       58.26;
   228762.88;       55.33;       34.24;
   228762.88;       51.96;       37.63;
   228762.89;       41.60;       48.07;
   228762.89;       45.74;       43.89;
   228762.89;       50.15;       39.44;
   228762.90;       41.27;       48.39;
   228762.90;       47.55;       42.05;
   228762.91;       33.25;       56.47;
   228762.91;       58.27;       31.22;
   228762.93;       44.05;       45.54;
   228762.93;       35.89;       53.77;
   228762.95;       37.62;       52.00;
   228762.97;       44.56;       44.97;
   228762.97;       48.97;       40.52;
   228762.99;       48.62;       40.85;
   228762.99;       38.61;       50.94;
   228762.99;       46.26;       43.22;
   228763.00;       56.59;       32.80;
   228763.00;       51.49;       37.93;
   228763.01;       56.06;       33.31;
   228763.02;       33.90;       55.65;
   228763.03;       46.89;       42.53;
   228763.05;       30.72;       58.82;
   228763.06;       53.40;       35.93;
   228763.09;       30.71;       58.77;
   228763.09;       50.12;       39.19;
   228763.10;       50.08;       39.21;
   228763.11;       45.75;       43.57;
   228763.11;       29.62;       59.84;
   228763.13;       49.72;       39.54;
   228763.13;       42.21;       47.11;
   228763.15;       35.23;       54.13;
   228763.15;       56.25;       32.92;
   228763.16;       57.98;       31.17;
   228763.21;       39.18;       50.05;
   228763.22;       43.09;       46.09;
